sim_type,sim_name,As,bary_Mc,bary_nu,H0,O_cdm,O_nu,Ob,Om,ns,s8,w0
grid,cosmo_127622,9.597808656514721e-10,997526071670763.1,-0.816070556641,71.4496917725,0.313101248284,0.001264367560999985,0.041594467163,0.355960083008,0.945193786621,0.67222442627,-1.06677658844
grid,cosmo_127655,6.634077936601445e-09,5035577163883.157,-0.378570556641,72.8559417725,0.128618336406,0.0012160294389999965,0.044875717163,0.174710083008,0.935818786621,0.90659942627,-0.88444846344
grid,cosmo_127782,8.490066625571475e-10,4968094868863.103,1.019866943359,68.8129730225,0.322514216789,0.0013631178060000207,0.046926498413,0.370803833008,0.962771911621,0.56870880127,-0.790028541565
grid,cosmo_127795,4.252210387893633e-09,1688262136234.7385,-1.105133056641,73.8754730225,0.189882137528,0.0011826970669999923,0.042238998413,0.233303833008,0.944021911621,1.09995880127,-1.154684791565
grid,cosmo_127907,6.749476415386191e-09,589397962737079.4,0.441741943359,65.5082855225,0.176631030287,0.0015041168079999861,0.044231185913,0.222366333008,0.946365661621,1.01792755127,-0.835610572815
grid,cosmo_128536,6.329272072449117e-09,2886356938110.4595,-1.333648681641,73.51512146,0.115353913033,0.001194319999000007,0.047029037476,0.163577270508,0.960330505371,0.87193145752,-1.031776100159
grid,cosmo_128755,4.697597919323321e-09,2522065066037.48,-0.099273681641,70.49168395999999,0.176850827994,0.001298967537999983,0.049489974976,0.227639770508,0.937674255371,1.02427520752,-1.233639381409
grid,cosmo_129230,1.5204096701915698e-09,63730037972337.44,0.141937255859,70.07420349120001,0.28606626123,0.0013144913339999675,0.045630111694,0.333010864258,0.958230895996,0.789167785645,-1.133114723206
grid,cosmo_129559,1.0046132535957747e-08,2881493304258.3105,0.044281005859,65.6620941162,0.14487781465,0.0014970785390000102,0.042495346069,0.188870239258,0.979910583496,1.122175598145,-0.903576637268
grid,cosmo_129702,1.0708256771247687e-09,2141466893682.6533,-1.815093994141,74.87303161620001,0.331512563717,0.001151391971999989,0.042143783569,0.374807739258,0.976004333496,0.719831848145,-0.753807106018
grid,cosmo_129731,5.97520609812112e-09,71474127863640.88,-1.158843994141,70.79490661620001,0.158016716633,0.001287864056000003,0.049878158569,0.209182739258,0.949441833496,0.977644348145,-0.923111793518
grid,cosmo_129910,1.3764525596556488e-09,22099540293547.105,-0.885406494141,73.3613128662,0.329960716232,0.0011993332069999904,0.049116439819,0.380276489258,0.941238708496,0.796003723145,-0.880785621643
grid,cosmo_129975,1.2277533700599126e-08,466231905079337.7,-1.869781494141,68.0878753662,0.135744306597,0.001392305342000022,0.047827377319,0.184963989258,0.990457458496,1.237409973145,-0.965437965393
grid,cosmo_130484,9.894949036260676e-10,197272629523526.9,-0.235015869141,72.6669769287,0.244219913903,0.0012223620980000155,0.040107650757,0.285549926758,0.997976989746,0.611921691895,-1.021601539612
grid,cosmo_130500,2.8516695380257026e-09,17393193698918.424,0.858734130859,69.1513519287,0.21479559087,0.0013498101309999955,0.041279525757,0.257424926758,0.952664489746,0.822859191895,-0.826249977112
grid,cosmo_130711,5.282101388104782e-09,38816122161730.586,-1.317047119141,68.5712738037,0.148356641114,0.0013727442620000072,0.043242416382,0.192971801758,0.950516052246,0.952742004395,-1.195790016174
grid,cosmo_130876,5.812562686868599e-09,1674086025005.4106,0.268890380859,66.0048675537,0.159048596925,0.0014815697010000031,0.047285385132,0.207815551758,0.996219177246,0.849226379395,-0.769272438049
grid,cosmo_130988,2.0106771836471222e-09,584448866919095.4,-1.184234619141,73.3876800537,0.200386382524,0.001198471601999998,0.045293197632,0.246878051758,0.993875427246,0.767195129395,-1.075323219299
grid,cosmo_131095,7.925286708682606e-09,243061114327274.34,-1.358444213867,68.1333999634,0.136807148306,0.0013904453829999969,0.049306983948,0.187504577637,0.964748687744,0.993753814697,-0.9841655159
grid,cosmo_131267,6.158903927604455e-09,22016421677576.688,0.469680786133,69.46933746340001,0.164321049788,0.0013374814009999986,0.042158546448,0.207817077637,0.982717437744,1.099222564697,-1.05579442215
grid,cosmo_131334,6.171645075501658e-10,4076851191423.2207,-1.335006713867,74.8482437134,0.310502470215,0.001152154724000029,0.040693702698,0.352348327637,0.948733062744,0.523050689697,-0.766022937775
grid,cosmo_131527,1.0699020724375132e-08,86008942831142.16,-0.413131713867,66.6216812134,0.114301924639,0.0014542627999999946,0.041279640198,0.157035827637,0.999514312744,1.073831939697,-1.111144031525
grid,cosmo_131558,1.6780494653652484e-09,13729939059481.033,-0.850631713867,67.4654312134,0.31730682246,0.0014181149789999903,0.044560890198,0.363285827637,0.983889312744,0.808206939697,-0.876722156525
grid,cosmo_131643,5.2965262555716104e-09,1252072702188.0757,0.903274536133,65.6900405884,0.208586554247,0.001495805066999971,0.047344093323,0.257426452637,0.938772125244,1.072855377197,-1.008584461212
grid,cosmo_131755,2.4091620539398826e-09,791426881044608.8,-1.549850463867,73.07285308840001,0.252818851033,0.001208820781000021,0.045586280823,0.299613952637,0.950490875244,0.904886627197,-0.884861804962
grid,cosmo_131870,2.194599766369342e-09,2119069360640.148,-0.276412963867,71.06894683840001,0.266363001802,0.0012779512620000044,0.046816749573,0.314457702637,0.939944000244,0.867777252197,-0.920676258087
grid,cosmo_132332,3.211196648543746e-09,50307583113561.06,-0.149459838867,67.2632827759,0.19025238737,0.001426651631999995,0.047973976135,0.239653015137,0.976955718994,0.803812408447,-0.971956043243
grid,cosmo_132454,1.146568028833263e-09,186205638773128.22,1.514602661133,71.3062515259,0.325116610742,0.0012694595100000011,0.042173194885,0.368559265137,0.965627593994,0.766703033447,-1.170563465118
grid,cosmo_133366,8.852921712797643e-10,148291369243949.53,-1.404342651367,72.3389663696,0.327513437623,0.001233472471999987,0.048113136292,0.376860046387,0.944875640869,0.647318267822,-1.002479724884
grid,cosmo_133443,6.808095646087482e-09,10118129888705.922,-0.677780151367,74.3428726196,0.163965756474,0.0011678723710000088,0.046882667542,0.212016296387,0.946047515869,1.188333892822,-1.012247303009
grid,cosmo_133495,6.562674663367062e-09,150305630684681.25,0.009719848633,69.5616226196,0.135830943867,0.0013339349780000023,0.043601417542,0.180766296387,0.967922515869,0.985208892822,-1.090387928009
grid,cosmo_133618,5.844765797286343e-10,19864104910681.56,1.462844848633,66.1163101196,0.376196111791,0.001476579554000039,0.048406105042,0.426078796387,0.953078765869,0.528177642822,-1.162016834259
grid,cosmo_133646,7.5586369655842e-10,195538852725646.34,-1.970748901367,66.4854507446,0.282667540939,0.0014602285310000435,0.042341651917,0.326469421387,0.988430328369,0.525247955322,-1.059457263947
grid,cosmo_133758,2.813827719075739e-09,17240329534492.457,1.123001098633,65.2198257446,0.26190719315,0.0015174513199999948,0.041169776917,0.304594421387,0.943117828369,0.876810455322,-0.838058826447
grid,cosmo_133771,2.968794611292996e-09,1739609668491.7927,-0.548873901367,72.0401382446,0.234876230198,0.0012437267719999923,0.045036964417,0.281156921387,0.970461578369,0.982279205322,-0.987828357697
grid,cosmo_134062,1.531015121400759e-09,1208505657190.9675,0.177688598633,65.0440444946,0.297777886459,0.0015256642609999954,0.048259620667,0.347563171387,0.970852203369,0.706888580322,-0.912943592072
grid,cosmo_134236,3.223004403257556e-09,46006065561843.55,0.304641723633,68.7969741821,0.174458353473,0.0013637519349999905,0.046545753479,0.222367858887,0.932863922119,0.767923736572,-0.965851306915
grid,cosmo_134820,1.6838137389573613e-09,787432855136590.2,0.824172973633,65.2637710571,0.227929743738,0.0015154085449999785,0.044875831604,0.274320983887,0.988918609619,0.655619049072,-1.013061267853
grid,cosmo_134958,1.745835764796685e-09,92166459872466.97,-1.464889526367,70.2208023071,0.299054112457,0.0013090085760000258,0.045051612854,0.345414733887,0.953371734619,0.884134674072,-1.237715564728
grid,cosmo_135041,2.7984465024938827e-09,477987628885259.25,-0.449264526367,71.6973648071,0.260084036255,0.0012556472780000313,0.041887550354,0.303227233887,0.990090484619,1.005228424072,-0.892594470978
grid,cosmo_135190,1.3054127797332706e-09,1749908292938.44,0.924270629883,68.4607925415,0.345539897674,0.0013771784369999984,0.040733985901,0.387651062012,0.935036773682,0.776834869385,-0.994950550079
grid,cosmo_135383,8.776006875039657e-09,36917649249430.14,1.814895629883,73.0311050415,0.152933435419,0.0012102031919999853,0.041319923401,0.195463562012,0.984255523682,1.226053619385,-0.858204456329
grid,cosmo_135395,5.44133119147131e-09,17342393625321.586,-1.497604370117,70.4998550415,0.167376222269,0.0012986663420000016,0.045538673401,0.214213562012,0.981130523682,0.960428619385,-0.832157581329
grid,cosmo_135580,2.539323836682008e-09,6304576434177.731,-1.286666870117,72.3631362915,0.165977396204,0.0012326486569999781,0.049347267151,0.216557312012,0.996364898682,0.755350494385,-1.213093128204
grid,cosmo_135622,1.4006447269696542e-09,27068763290393.8,1.869583129883,66.3162612915,0.307070481005,0.0014676888560000087,0.048644142151,0.357182312012,0.982302398682,0.731912994385,-1.069835315704
grid,cosmo_135838,9.390914265576518e-10,200717667648059.72,-0.579635620117,70.2361831665,0.268645750238,0.0013084352479999645,0.048556251526,0.318510437012,0.933669586182,0.545389556885,-0.846808948517
grid,cosmo_135918,1.9230956402046144e-09,19713925082731.152,0.451614379883,71.5018081665,0.289394785408,0.0012625250780000166,0.049728126526,0.340385437012,0.991482086182,0.896952056885,-1.042160511017
grid,cosmo_136027,2.757735152592326e-09,34277368768180.94,1.725051879883,74.0682144165,0.223719041957,0.001176549779000037,0.049083595276,0.273979187012,0.999685211182,0.937967681885,-0.973787464142
grid,cosmo_136396,3.238975790511496e-09,41543546673487.04,1.129348754883,68.487159729,0.18785052833,0.0013761180940000048,0.044322853088,0.233549499512,0.987673492432,0.755838775635,-0.751575061798
grid,cosmo_136756,1.6259308294284014e-09,664668554941501.2,1.742630004883,71.457862854,0.234944989968,0.0012640783309999862,0.046168556213,0.282377624512,0.944118804932,0.666971588135,-0.808552600861
grid,cosmo_137035,3.1003128841571347e-09,392725867827963.06,1.531692504883,68.539894104,0.235167098036,0.0013740015129999894,0.049742774963,0.286283874512,0.958571929932,0.969705963135,-1.182976428986
grid,cosmo_137299,6.30878735891831e-09,23772339828962.875,1.081497192383,67.8060073853,0.1987529173,0.001403904904999996,0.046966896057,0.247123718262,0.937722320557,1.11155166626,-0.851285755157
grid,cosmo_137463,9.584754763379018e-09,15859543407696.924,0.815872192383,72.0950698853,0.133641552496,0.00124183220900001,0.041927833557,0.176811218262,0.961941070557,1.17795791626,-0.961984973907
grid,cosmo_137559,7.70916608098725e-09,81147483248901.12,-1.020065307617,70.6536636353,0.150445835157,0.0012930182979999927,0.047728614807,0.199467468262,0.947487945557,1.06272354126,-0.893611927032
grid,cosmo_137590,1.512857608668556e-09,16074965700421.074,-1.707565307617,69.2474136353,0.33304903561,0.001346067844999993,0.046322364807,0.380717468262,0.938112945557,0.82834854126,-1.075940052032
grid,cosmo_137682,5.58834289412747e-10,24095242690522.402,-0.441940307617,65.0989761353,0.398457950354,0.0015230906010000045,0.044798927307,0.444779968262,0.960769195557,0.51194229126,-0.939193958282
grid,cosmo_137774,7.515432423408986e-10,346065150753202.25,0.999465942383,67.5774917603,0.297581297156,0.001413415673999989,0.046175880432,0.345170593262,0.977761383057,0.51096572876,-0.839890247345
grid,cosmo_138014,1.5837200673947755e-09,459414546748233.8,0.257278442383,73.4485855103,0.271138071843,0.0011964847370000281,0.042367286682,0.314701843262,0.995339508057,0.77463760376,-0.80407579422
grid,cosmo_138126,1.946296425018441e-09,2138816335537.5825,-1.164596557617,66.2063980103,0.283166680188,0.001472563891999984,0.044125099182,0.328764343262,0.994558258057,0.84885635376,-1.13617345047
grid,cosmo_138364,4.3011734845935e-09,58503952954479.56,-1.291549682617,70.01206207279999,0.159313629354,0.0013168256629999958,0.042938575745,0.203569030762,0.930984039307,0.78391494751,-0.772331165314
grid,cosmo_138616,8.592618578511443e-09,5824143758060.025,1.356887817383,68.28940582279999,0.112117449052,0.0013840997149999965,0.042411231995,0.155912780762,0.966530914307,0.89133682251,-0.925356555939
grid,cosmo_139092,1.587027388598498e-09,33875095144554.953,-0.904830932617,66.2327651978,0.256571172769,0.0014713916230000013,0.04044834137,0.298490905762,0.940944976807,0.68723526001,-0.949775501251
grid,cosmo_139612,2.9887138717604812e-09,544957278300287.7,-0.035934448242,65.70871734619999,0.173921266716,0.0014949549020000091,0.048880348206,0.224296569824,0.957143707275,0.735025787354,-1.13953105545
grid,cosmo_139656,4.812471075895419e-09,8777962218960.645,1.167190551758,71.82590484619999,0.136235376981,0.0012511571370000113,0.041497535706,0.178984069824,0.975112457275,0.895182037354,-1.1069724617
grid,cosmo_139892,2.754725501492901e-09,941167983022062.8,-1.641403198242,69.7692642212,0.230428105376,0.001326006867000011,0.047620582581,0.279374694824,0.966323394775,0.892252349854,-0.997901172638
grid,cosmo_140286,1.3347258589706024e-09,107227892376754.88,0.007034301758,65.9372329712,0.256695282634,0.0014846108589999935,0.042288551331,0.300468444824,0.977651519775,0.667642974854,-1.196508594513
grid,cosmo_140295,1.913023435264439e-08,25228405393504.04,0.630081176758,66.3503189087,0.106279140797,0.0014661823840000018,0.042918434143,0.150663757324,0.976772613525,1.166178131104,-0.832666309357
grid,cosmo_140566,8.158672457821542e-10,39377593920700.31,0.684768676758,73.1354751587,0.342222165319,0.0012067516120000121,0.047078590393,0.390507507324,0.986538238525,0.664225006104,-1.044297168732
grid,cosmo_140578,4.850186737539327e-10,14906448226592.496,-0.002731323242,70.60422515869999,0.376665337146,0.0012948297850000484,0.043797340393,0.421757507324,0.977163238525,0.523600006104,-1.070344043732
grid,cosmo_140599,6.3533552035548374e-09,7800531160021.39,0.122268676758,74.5417251587,0.136486017323,0.0011616496080000052,0.046609840393,0.184257507324,0.995913238525,0.929850006104,-0.809875293732
grid,cosmo_140659,3.0156209797707777e-09,1314276298715.3342,0.341018676758,72.7136001587,0.188692496845,0.0012207950860000094,0.041219215393,0.231132507324,0.963100738525,0.906412506104,-1.109414356232
grid,cosmo_140891,4.077703550280023e-09,2269819713306.0664,1.977737426758,67.49289703369999,0.229209221473,0.001416961083000004,0.042303199768,0.272929382324,0.948061676025,1.065592193604,-1.029645801544
grid,cosmo_141022,7.290802302553583e-10,229032763619778.78,0.555862426758,70.7975845337,0.274846228402,0.0012877666540000027,0.045232887268,0.321366882324,0.961342926025,0.522623443604,-0.971040332794
grid,cosmo_141140,9.10336443472419e-10,63570699252713.95,-1.170700073242,66.8952407837,0.252328320738,0.0014423930680000363,0.044939918518,0.298710632324,0.975014801025,0.548014068604,-1.189182910919
grid,cosmo_141182,2.218015513923777e-09,1454226279360.091,-1.358200073242,69.4264907837,0.260087831092,0.001339132713999991,0.043533668518,0.304960632324,0.946889801025,0.844889068604,-0.902667285919
grid,cosmo_141307,6.824755046960442e-09,367261783172429.6,-0.186325073242,65.9811782837,0.200686517437,0.001482633869000001,0.048103981018,0.250273132324,0.961733551025,1.169107818604,-0.935225879669
grid,cosmo_141736,3.982539078488175e-09,126285268413921.28,0.166213989258,74.9767837524,0.154773385119,0.0011482075930000155,0.042105445862,0.198027038574,0.9458644104,0.816324615479,-0.794816944122
grid,cosmo_142020,1.8148728480423847e-09,433995777523510.5,1.810745239258,67.9631118774,0.212717530183,0.0013974219040000235,0.045240211487,0.259355163574,0.9980128479,0.678629302979,-0.99179643631
grid,cosmo_142075,2.6596761733608697e-09,12319994222094.285,-1.626754760742,74.4318618774,0.208106120598,0.0011650814889999916,0.043833961487,0.253105163574,0.9573878479,0.944254302979,-1.22621831131
grid,cosmo_142158,1.7650708499169203e-09,120460560375093.33,-0.415817260742,72.00608062740001,0.290858329739,0.0012449035980000023,0.044595680237,0.336698913574,0.9335597229,0.891519927979,-1.216450733185
grid,cosmo_142305,3.1523475819950787e-09,695926908550060.9,-1.431442260742,68.8420181274,0.263905327967,0.0013619678700000012,0.047994117737,0.313261413574,0.9968409729,1.012613677979,-0.910399951935
grid,cosmo_142355,4.908573000342062e-09,25787621393630.266,-1.058395385742,65.0011978149,0.189730830498,0.0015276762770000119,0.046807594299,0.238066101074,0.96002456665,0.948648834229,-0.961679737091
grid,cosmo_142486,7.628884584585998e-10,113747676820371.5,-0.480270385742,70.6965103149,0.349459242754,0.001291451521000006,0.042002906799,0.392753601074,0.94830581665,0.624430084229,-1.033308643341
grid,cosmo_142646,1.1578242966033929e-09,18404622347703.543,1.683792114258,72.06760406490001,0.335464946582,0.0012427789430000322,0.047452125549,0.384159851074,0.95963394165,0.743570709229,-0.938888721466
grid,cosmo_142675,3.7023727714852016e-09,551428756479986.6,1.340042114258,73.6144790649,0.207938502391,0.0011910981339999932,0.040655250549,0.249784851074,0.98307144165,0.985758209229,-0.795630908966
grid,cosmo_142738,5.667440078436366e-10,26137898093388.35,0.418167114258,67.9191665649,0.399097557188,0.0013992308370000192,0.041475563049,0.441972351074,0.93385269165,0.552164459229,-1.075634815216
grid,cosmo_142878,2.91731474326722e-09,31359723360190.547,0.008010864258,68.0070571899,0.262880468516,0.0013956163839999938,0.049180641174,0.313456726074,0.95006362915,0.885172271729,-0.754932666779
grid,cosmo_143420,3.2687458558116442e-09,14521839649676.293,-1.342086791992,74.08689117429999,0.157415313757,0.0011759566900000212,0.047785377502,0.206376647949,0.984414215088,0.838419342041,-1.153571949005
grid,cosmo_143827,3.664801855661472e-09,120765674677460.11,0.040725708008,68.28610992429999,0.193671880797,0.00138423339999999,0.049601783752,0.244657897949,0.972304840088,0.934122467041,-1.20892155838
grid,cosmo_143956,1.5724853181051474e-09,508120772247746.94,0.638381958008,68.76071929929999,0.253095220737,0.0013651903349999883,0.043713111877,0.298173522949,0.949062652588,0.659708404541,-0.777520191193
grid,cosmo_144030,1.30308161935598e-09,2935524433053.8438,1.372756958008,73.8935317993,0.276286104516,0.0011821190560000264,0.041017799377,0.318486022949,0.960781402588,0.780802154541,-1.174735034943
grid,cosmo_144390,1.1834971023943878e-09,94408243654989.66,-1.086227416992,66.58982086179999,0.302218623638,0.001455654621000016,0.04703830719,0.350712585449,0.997207183838,0.635782623291,-0.820660327911
grid,cosmo_144502,1.672672457515678e-09,1070773015980.1393,1.945022583008,65.6054458618,0.327721488182,0.0014996650770000078,0.04961643219,0.378837585449,0.951894683838,0.799845123291,-1.016011890411
grid,cosmo_144546,8.693179099704604e-10,157639906358327.8,-0.820602416992,70.8788833618,0.381100401567,0.001284814192000036,0.04176486969,0.424150085449,0.971425933838,0.702188873291,-0.996476734161
grid,cosmo_144583,7.817325381029982e-09,4723116611281.115,-0.164352416992,74.9570083618,0.107408277126,0.001148813633000012,0.04996799469,0.158525085449,0.947988433838,0.960001373291,-1.165781421661
grid,cosmo_144642,6.28973328534368e-10,30809297313715.938,1.030960083008,69.3671646118,0.354032072734,0.0013414242749999888,0.04768283844,0.403056335449,0.988222808838,0.540079498291,-0.876009937286
grid,cosmo_144680,4.873337177622661e-09,567945670480722.0,1.468460083008,66.83591461179999,0.147209792148,0.0014449548609999988,0.04815158844,0.196806335449,0.960097808838,0.868204498291,-1.214619312286
grid,cosmo_144775,1.2680904900671048e-08,93143068930561.77,0.452835083008,66.0624771118,0.108152322584,0.0014789869250000157,0.04498752594,0.154618835449,0.970254058838,0.989298248291,-0.908568531036
grid,cosmo_145019,5.033262909376305e-09,1153251374020.4182,-0.988571166992,66.2558364868,0.206393364392,0.0014703669920000037,0.046364479065,0.254228210449,0.968105621338,0.986368560791,-0.806008960724
grid,cosmo_145150,8.926967019491574e-10,291251204905448.2,-1.535446166992,71.95114898679999,0.259859113807,0.0012468050769999864,0.041559791565,0.302665710449,0.953261871338,0.537149810791,-0.773450366974
grid,cosmo_145246,1.264494121893716e-09,1849277585332.411,0.362991333008,70.50974273679999,0.275569335396,0.0012983022380000236,0.046891822815,0.323759460449,0.966933746338,0.703165435791,-1.095780445099
grid,cosmo_145436,3.6085680154918578e-09,32462866915994.062,-0.343063354492,72.7289810181,0.164326558154,0.0012202786990000228,0.047177467346,0.212724304199,0.962099761963,0.792276763916,-0.842230396271
grid,cosmo_145714,5.590039231582916e-10,195291682193647.7,0.211624145508,71.9203872681,0.384630996129,0.0012478719740000102,0.047939186096,0.433818054199,0.998427886963,0.587198638916,-1.190607349396
grid,cosmo_146206,6.93788662968233e-10,1019664228578.4478,-1.542282104492,69.7934341431,0.263450263836,0.001325088641999983,0.049902076721,0.314677429199,0.974013824463,0.508097076416,-1.218282154083
grid,cosmo_146228,2.0448608916299345e-09,55313632995641.51,-1.979782104492,67.8246841431,0.232590970627,0.0014031318510000015,0.049433326721,0.283427429199,0.945888824463,0.711222076416,-0.879672779083
grid,cosmo_146483,7.214708372673307e-09,14595497490360.164,0.037796020508,66.2162857056,0.18751709569,0.0014721239749999962,0.042680397034,0.231669616699,0.955361480713,1.087686920166,-0.76815959549
grid,cosmo_146562,9.962421683936024e-10,10847075239163.086,-1.821578979492,74.3022232056,0.362546631629,0.0011691505359999882,0.041391334534,0.405107116699,0.949892730713,0.747843170166,-0.89188225174
grid,cosmo_146583,8.87887047914572e-09,20728250698006.902,1.803421020508,70.3647232056,0.143349622894,0.001303659270999999,0.047953834534,0.192607116699,0.931142730713,1.154093170166,-1.04816350174
grid,cosmo_146595,4.2982320103759346e-09,67949717044522.65,-1.384078979492,73.4584732056,0.177988369423,0.0011961627419999898,0.044672584534,0.223857116699,0.934267730713,1.013468170166,-1.07421037674
grid,cosmo_146710,1.2783888229964738e-09,21009805291019.87,-0.657516479492,70.9623794556,0.344953520911,0.0012817925040000122,0.044028053284,0.390263366699,0.954970855713,0.820108795166,-1.162118579865
grid,cosmo_146743,7.89138938194712e-09,131612466329261.25,-0.095016479492,72.3686294556,0.140159101938,0.00123246147700002,0.042621803284,0.184013366699,0.939345855713,1.085733795166,-0.927696704865
grid,cosmo_146866,5.606897243812706e-10,14793750078848.748,-1.423141479492,66.6733169556,0.388806739862,0.0014520110530000171,0.045317115784,0.435575866699,0.932314605713,0.503702545166,-0.856067798615
grid,cosmo_147147,4.4970641864242815e-09,1995083560674.647,0.588577270508,69.2221450806,0.233530840882,0.0013470506579999902,0.048744850159,0.283622741699,0.998916168213,1.084757232666,-0.825137134552
grid,cosmo_147166,8.466112087495762e-10,3812510865585.836,-0.536422729492,73.1596450806,0.277734437143,0.0012059543970000114,0.042182350159,0.321122741699,0.980166168213,0.616007232666,-1.085605884552
grid,cosmo_147227,3.564936056571068e-09,24869337438981.0,1.643264770508,70.0307388306,0.22205786181,0.0013161234799999727,0.040717506409,0.264091491699,0.964931793213,1.008585357666,-0.952115650177
grid,cosmo_147438,1.8507518549533414e-09,1313168526206.5356,-0.216110229492,67.8510513306,0.290604756177,0.0014020416130000324,0.045522193909,0.337528991699,0.998525543213,0.856241607666,-1.101885181427
grid,cosmo_147534,8.933868749411099e-10,44734087235090.16,0.761306762695,68.69644927979999,0.288274244562,0.0013677460989999848,0.044774208069,0.33441619873,0.95430557251,0.589060211182,-1.079450275421
grid,cosmo_147659,3.1468724079067794e-09,11923941325567.363,1.714431762695,65.39176177979999,0.233640320973,0.00150948218799999,0.047703895569,0.28285369873,0.96758682251,0.921091461182,-1.125032306671
grid,cosmo_147950,1.6225489118074633e-09,7045376481553.729,-1.090255737305,71.82535552979999,0.290597845744,0.0012511761670000107,0.046473426819,0.33832244873,0.96797744751,0.770700836182,-0.776655353546
grid,cosmo_148150,7.781587909421335e-10,765661866609851.6,0.366775512695,65.62027740479999,0.339031675271,0.001498987265000029,0.046619911194,0.38715057373,0.99786026001,0.584177398682,-1.139683673859
grid,cosmo_148199,1.1786640316720428e-08,60600264235000.26,-0.039474487305,67.4484024048,0.114189956311,0.001418831225000014,0.049666786194,0.16527557373,0.94317276001,1.091989898682,-1.152707111359
grid,cosmo_148279,6.103503206172402e-09,776061953832822.9,-1.219161987305,67.2726211548,0.140178625685,0.0014262556009999872,0.041639442444,0.18324432373,0.97090713501,0.922068023682,-1.019216876984
grid,cosmo_148402,5.78929716322084e-10,2476296494292.497,-0.297286987305,72.96793365479999,0.387384769186,0.001212299600000001,0.046209754944,0.43480682373,0.98731338501,0.590036773682,-0.973634845734
grid,cosmo_148451,6.698300899193938e-09,8567717590444.059,0.108963012695,70.29605865479999,0.162837736487,0.0013062072989999882,0.048787879944,0.21293182373,0.95137588501,1.082224273682,-0.986658283234
grid,cosmo_148609,2.4957974558232113e-09,4845142438709.303,-1.064865112305,73.7325820923,0.254475212936,0.001187285537999988,0.049652137756,0.30531463623,0.97491104126,0.974314117432,-1.05747322464
grid,cosmo_148708,1.6142524621382682e-09,145167383468710.6,-1.908615112305,71.9044570923,0.221054698512,0.0012484249620000332,0.042386512756,0.26468963623,0.94834854126,0.716501617432,-1.09654353714
grid,cosmo_148804,1.884273773366542e-09,29147641820174.027,0.239822387695,70.60367584229999,0.212863742404,0.0012948498199999992,0.048187294006,0.26234588623,0.95967666626,0.648142242432,-0.774213459015
grid,cosmo_149062,8.682373847455808e-10,915532438596961.1,1.876541137695,72.1329727173,0.310349705324,0.001240527525,0.048802528381,0.36039276123,0.97159072876,0.651071929932,-1.231661701202
grid,cosmo_149452,3.506361301603714e-09,104307217801948.52,-0.271896362305,68.09000396729999,0.188967545786,0.0013922183129999946,0.041126747131,0.23148651123,0.95791885376,0.879587554932,-1.013519123077
grid,cosmo_149627,4.202258683824922e-09,6800225993361.62,-1.864669799805,72.550453186,0.206850757497,0.0012262917580000351,0.045382118225,0.25345916748,0.998495025635,1.135202789307,-1.131137042999
grid,cosmo_149646,1.5924715853607108e-09,4788280635255.681,0.307205200195,65.870765686,0.287722253361,0.0014876083940000145,0.040811805725,0.33002166748,0.964901275635,0.725046539307,-0.877180011749
grid,cosmo_149966,9.99560943906281e-10,102390041953556.75,-0.091232299805,74.976234436,0.285073355989,0.0011482245159999613,0.046143836975,0.33236541748,0.991073150635,0.691843414307,-1.088810871124
grid,cosmo_150055,1.2973211498263067e-08,3534627552331.8203,-0.524826049805,71.407875061,0.123344403589,0.0012658487910000016,0.0456457901,0.17025604248,0.931893463135,1.222116851807,-0.937413410187
grid,cosmo_150115,6.293876951363624e-09,16905622166384.059,-0.806076049805,73.517250061,0.175681626557,0.0011942508230000023,0.0402551651,0.21713104248,0.989705963135,1.229929351807,-0.976483722687
grid,cosmo_150147,6.173713339926616e-09,5298158035373.69,-1.259201049805,67.118812561,0.161575889991,0.0014327998889999902,0.0431848526,0.20619354248,0.954549713135,1.038523101807,-1.087182941437
grid,cosmo_150407,1.3658425186499389e-08,556684697675384.25,1.326736450195,68.841468811,0.108541231481,0.0013619896489999936,0.04394657135,0.15384979248,0.940096588135,1.138132476807,-1.025321613312
grid,cosmo_150418,5.076387588951419e-10,189173057623536.12,-1.298263549805,73.903968811,0.393408935987,0.0011817851430000054,0.04675907135,0.44134979248,0.958846588135,0.544382476807,-0.869040363312
grid,cosmo_150689,2.305300839330088e-09,355455357748282.25,-0.065841674805,72.5240859985,0.273651623513,0.0012271835540000262,0.049088172913,0.32396697998,0.946444244385,0.928659820557,-0.954506671906
grid,cosmo_150724,1.7213991979208218e-09,11863765797390.777,-0.909591674805,73.2272109985,0.214378202184,0.0012037298830000279,0.042760047913,0.25834197998,0.973006744385,0.670847320557,-0.785201984406
grid,cosmo_151155,5.918258387947553e-09,4460852642274.976,-0.999435424805,69.1315078735,0.186780174915,0.0013505852769999868,0.040914344788,0.22904510498,0.930623931885,1.197214508057,-1.180788898468
grid,cosmo_151212,2.8591288058016664e-09,404063040218019.2,1.109939575195,69.6236953735,0.20136951518,0.001331557511999995,0.046656532288,0.24935760498,0.961092681885,0.865183258057,-1.161253742218
grid,cosmo_151620,2.0459976878918186e-09,1112419166941.9163,-1.709884643555,67.89884185790001,0.211136209103,0.0014000686680000346,0.047026405334,0.259562683105,0.983724517822,0.744211578369,-1.198899616241
